transcript_id,sprot_Top_BLASTX_hit,RNAMMER,prot_id,prot_coords,sprot_Top_BLASTP_hit,Pfam,SignalP,TmHMM,eggnog,Kegg,gene_ontology_blast,gene_ontology_pfam
NODE_22362_length_873_cov_80.5515_g16279_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_22476_length_867_cov_18.1835_g16376_i0,"CEX2_CAEEL^CEX2_CAEEL^Q:116-742,H:11-189^24.883%ID^E:1.38e-14^RecName: Full=Calexcitin-2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis",.,NODE_22476_length_867_cov_18.1835_g16376_i0.p1,2-760[+],"CEX2_CAEEL^CEX2_CAEEL^Q:39-247,H:11-189^24.883%ID^E:7.88e-15^RecName: Full=Calexcitin-2;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis",PF13202.6^EF-hand_5^EF hand^173-189^E:0.029`PF13833.6^EF-hand_8^EF-hand domain pair^173-190^E:0.027,.,.,ENOG4111I7F^calcium ion binding,KEGG:cel:CELE_T09A5.1,GO:0005783^cellular_component^endoplasmic reticulum`GO:0005509^molecular_function^calcium ion binding`GO:0017156^biological_process^calcium-ion regulated exocytosis,GO:0005509^molecular_function^calcium ion binding
NODE_22631_length_858_cov_11.8867_g16507_i0,"ETHE1_MOUSE^ETHE1_MOUSE^Q:67-762,H:23-254^52.155%ID^E:3.8e-87^RecName: Full=Persulfide dioxygenase ETHE1, mitochondrial;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_22631_length_858_cov_11.8867_g16507_i0.p1,1-777[+],"ETHE1_MOUSE^ETHE1_MOUSE^Q:23-254,H:23-254^52.155%ID^E:9.07e-88^RecName: Full=Persulfide dioxygenase ETHE1, mitochondrial;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",PF00753.27^Lactamase_B^Metallo-beta-lactamase superfamily^36-93^E:1.5e-05`PF00753.27^Lactamase_B^Metallo-beta-lactamase superfamily^109-185^E:1e-05,.,.,COG0491^Beta-lactamase domain protein,KEGG:mmu:66071`KO:K17725,"GO:0005737^cellular_component^cytoplasm`GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0005654^cellular_component^nucleoplasm`GO:0016788^molecular_function^hydrolase activity, acting on ester bonds`GO:0005506^molecular_function^iron ion binding`GO:0050313^molecular_function^sulfur dioxygenase activity`GO:0006749^biological_process^glutathione metabolic process`GO:0070813^biological_process^hydrogen sulfide metabolic process",.
NODE_22713_length_854_cov_7.83229_g16577_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_22824_length_848_cov_4.33291_g16679_i0,"MCFD2_MOUSE^MCFD2_MOUSE^Q:445-750,H:44-142^40.952%ID^E:9.23e-11^RecName: Full=Multiple coagulation factor deficiency protein 2 homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_22824_length_848_cov_4.33291_g16679_i0.p1,34-789[+],"MCFD2_PONAB^MCFD2_PONAB^Q:134-239,H:41-143^38.532%ID^E:3.74e-11^RecName: Full=Multiple coagulation factor deficiency protein 2 homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo",PF13202.6^EF-hand_5^EF hand^223-240^E:0.031,sigP:1^18^0.841^YES,.,ENOG41124J6^multiple coagulation factor deficiency 2,KEGG:pon:100174341`KO:K20364,GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0005794^cellular_component^Golgi apparatus`GO:0005509^molecular_function^calcium ion binding`GO:0015031^biological_process^protein transport`GO:0016192^biological_process^vesicle-mediated transport,GO:0005509^molecular_function^calcium ion binding
NODE_22853_length_846_cov_278.852_g16707_i0,.,.,NODE_22853_length_846_cov_278.852_g16707_i0.p1,2-748[+],.,.,.,.,.,.,.,.
NODE_22916_length_843_cov_432.547_g16760_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_22917_length_843_cov_264.565_g6178_i3,"HSPB1_CHICK^HSPB1_CHICK^Q:478-170,H:76-181^40.566%ID^E:6.18e-16^RecName: Full=Heat shock protein beta-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus",.,NODE_22917_length_843_cov_264.565_g6178_i3.p1,158-775[-],"HSPB1_CHICK^HSPB1_CHICK^Q:100-202,H:76-181^40.566%ID^E:2.17e-16^RecName: Full=Heat shock protein beta-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus",PF00011.21^HSP20^Hsp20/alpha crystallin family^113-201^E:2.3e-18,.,.,.,KEGG:gga:396227`KO:K04455,GO:0043292^cellular_component^contractile fiber`GO:0005737^cellular_component^cytoplasm`GO:0005622^cellular_component^intracellular`GO:0005739^cellular_component^mitochondrion`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005819^cellular_component^spindle`GO:0030018^cellular_component^Z disc`GO:0042802^molecular_function^identical protein binding`GO:0044183^molecular_function^protein folding chaperone`GO:0042803^molecular_function^protein homodimerization activity`GO:0005080^molecular_function^protein kinase C binding`GO:0008426^molecular_function^protein kinase C inhibitor activity`GO:0051016^biological_process^barbed-end actin filament capping`GO:0061077^biological_process^chaperone-mediated protein folding`GO:0030837^biological_process^negative regulation of actin filament polymerization`GO:2001234^biological_process^negative regulation of apoptotic signaling pathway`GO:1902176^biological_process^negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway`GO:0006469^biological_process^negative regulation of protein kinase activity`GO:0071901^biological_process^negative regulation of protein serine/threonine kinase activity`GO:0032731^biological_process^positive regulation of interleukin-1 beta production`GO:0042535^biological_process^positive regulation of tumor necrosis factor biosynthetic process`GO:0043122^biological_process^regulation of I-kappaB kinase/NF-kappaB signaling`GO:0009408^biological_process^response to heat,.
NODE_22940_length_842_cov_37.3901_g16777_i0,.,.,NODE_22940_length_842_cov_37.3901_g16777_i0.p1,160-798[-],.,.,sigP:1^21^0.834^YES,.,.,.,.,.
NODE_22955_length_842_cov_2.82592_g14200_i1,.,.,.,.,.,.,.,.,.,.,.,.
NODE_22958_length_841_cov_123.3_g16794_i0,"GST1D_ANOGA^GST1D_ANOGA^Q:99-680,H:1-194^47.692%ID^E:1.49e-66^RecName: Full=Glutathione S-transferase 1, isoform D;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicoidea; Culicidae; Anophelinae; Anopheles",.,NODE_22958_length_841_cov_123.3_g16794_i0.p1,93-752[+],"GST1D_ANOGA^GST1D_ANOGA^Q:3-196,H:1-194^47.692%ID^E:3.06e-67^RecName: Full=Glutathione S-transferase 1, isoform D;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicoidea; Culicidae; Anophelinae; Anopheles","PF02798.20^GST_N^Glutathione S-transferase, N-terminal domain^2-73^E:6.6e-13`PF13417.6^GST_N_3^Glutathione S-transferase, N-terminal domain^5-79^E:8.3e-16`PF13409.6^GST_N_2^Glutathione S-transferase, N-terminal domain^17-76^E:5.3e-08`PF00043.25^GST_C^Glutathione S-transferase, C-terminal domain^120-189^E:4.3e-06",.,.,.,.,GO:0005737^cellular_component^cytoplasm`GO:0018833^molecular_function^DDT-dehydrochlorinase activity`GO:0004364^molecular_function^glutathione transferase activity`GO:0006749^biological_process^glutathione metabolic process,GO:0005515^molecular_function^protein binding
NODE_22966_length_841_cov_5.32952_g16802_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_22994_length_839_cov_325.704_g16827_i0,"RRBP1_CANLF^RRBP1_CANLF^Q:167-835,H:267-504^22.689%ID^E:8.82e-11^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis`RRBP1_CANLF^RRBP1_CANLF^Q:218-838,H:219-430^25%ID^E:1.11e-10^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis",.,NODE_22994_length_839_cov_325.704_g16827_i0.p4,86-838[+],"RRBP1_CANLF^RRBP1_CANLF^Q:2-250,H:256-504^23.695%ID^E:1.87e-13^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis`RRBP1_CANLF^RRBP1_CANLF^Q:2-250,H:396-654^23.552%ID^E:2.77e-13^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis`RRBP1_CANLF^RRBP1_CANLF^Q:5-250,H:389-634^22.764%ID^E:5.09e-13^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis`RRBP1_CANLF^RRBP1_CANLF^Q:2-250,H:336-594^23.552%ID^E:2.17e-12^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis`RRBP1_CANLF^RRBP1_CANLF^Q:15-251,H:199-430^24.473%ID^E:8.72e-12^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis`RRBP1_CANLF^RRBP1_CANLF^Q:10-249,H:369-613^22.857%ID^E:1.01e-11^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis`RRBP1_CANLF^RRBP1_CANLF^Q:2-246,H:456-700^23.887%ID^E:3.6e-10^RecName: Full=Ribosome-binding protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis",.,.,ExpAA=171.25^PredHel=8^Topology=i7-26o31-53i66-88o108-130i137-159o165-187i199-218o223-245i,.,KEGG:cfa:403809`KO:K14000,GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0015031^biological_process^protein transport`GO:0007165^biological_process^signal transduction,.
